Start;Ende;Verbrauch (kWh) - Gesamtverbrauch;Zählerstand (kWh) - Gesamtverbrauch
 13.07.2023 00:00:00; 13.07.2023 00:15:00;0,05;24542,418
 13.07.2023 00:15:00; 13.07.2023 00:30:00;0,056;24542,474
 13.07.2023 00:30:00; 13.07.2023 00:45:00;0,063;24542,537
 13.07.2023 00:45:00; 13.07.2023 01:00:00;0,06;24542,597
 13.07.2023 01:00:00; 13.07.2023 01:15:00;0,045;24542,642
 13.07.2023 01:15:00; 13.07.2023 01:30:00;0,053;24542,695
 13.07.2023 01:30:00; 13.07.2023 01:45:00;0,063;24542,758
 13.07.2023 01:45:00; 13.07.2023 02:00:00;0,067;24542,825
 13.07.2023 02:00:00; 13.07.2023 02:15:00;0,044;24542,869
 13.07.2023 02:15:00; 13.07.2023 02:30:00;0,056;24542,925
 13.07.2023 02:30:00; 13.07.2023 02:45:00;0,056;24542,981
 13.07.2023 02:45:00; 13.07.2023 03:00:00;0,069;24543,05
 13.07.2023 03:00:00; 13.07.2023 03:15:00;0,052;24543,102
 13.07.2023 03:15:00; 13.07.2023 03:30:00;0,059;24543,161
 13.07.2023 03:30:00; 13.07.2023 03:45:00;0,047;24543,208
 13.07.2023 03:45:00; 13.07.2023 04:00:00;0,077;24543,285
 13.07.2023 04:00:00; 13.07.2023 04:15:00;0,054;24543,339
 13.07.2023 04:15:00; 13.07.2023 04:30:00;0,052;24543,391
 13.07.2023 04:30:00; 13.07.2023 04:45:00;0,048;24543,439
 13.07.2023 04:45:00; 13.07.2023 05:00:00;0,064;24543,503
 13.07.2023 05:00:00; 13.07.2023 05:15:00;0,06;24543,563
 13.07.2023 05:15:00; 13.07.2023 05:30:00;0,056;24543,619
 13.07.2023 05:30:00; 13.07.2023 05:45:00;0,042;24543,661
 13.07.2023 05:45:00; 13.07.2023 06:00:00;0,061;24543,722
 13.07.2023 06:00:00; 13.07.2023 06:15:00;0,064;24543,786
 13.07.2023 06:15:00; 13.07.2023 06:30:00;0,053;24543,839
 13.07.2023 06:30:00; 13.07.2023 06:45:00;0,031;24543,87
 13.07.2023 06:45:00; 13.07.2023 07:00:00;0,008;24543,878
 13.07.2023 07:00:00; 13.07.2023 07:15:00;0;24543,878
 13.07.2023 07:15:00; 13.07.2023 07:30:00;0;24543,878
 13.07.2023 07:30:00; 13.07.2023 07:45:00;0;24543,878
 13.07.2023 07:45:00; 13.07.2023 08:00:00;0;24543,878
 13.07.2023 08:00:00; 13.07.2023 08:15:00;0,001;24543,879
 13.07.2023 08:15:00; 13.07.2023 08:30:00;0,002;24543,881
 13.07.2023 08:30:00; 13.07.2023 08:45:00;0;24543,881
 13.07.2023 08:45:00; 13.07.2023 09:00:00;0;24543,881
 13.07.2023 09:00:00; 13.07.2023 09:15:00;0;24543,881
 13.07.2023 09:15:00; 13.07.2023 09:30:00;0;24543,881
 13.07.2023 09:30:00; 13.07.2023 09:45:00;0;24543,881
 13.07.2023 09:45:00; 13.07.2023 10:00:00;0;24543,881
 13.07.2023 10:00:00; 13.07.2023 10:15:00;0;24543,881
 13.07.2023 10:15:00; 13.07.2023 10:30:00;0;24543,881
 13.07.2023 10:30:00; 13.07.2023 10:45:00;0;24543,881
 13.07.2023 10:45:00; 13.07.2023 11:00:00;0;24543,881
 13.07.2023 11:00:00; 13.07.2023 11:15:00;0;24543,881
 13.07.2023 11:15:00; 13.07.2023 11:30:00;0;24543,881
 13.07.2023 11:30:00; 13.07.2023 11:45:00;0,001;24543,882
 13.07.2023 11:45:00; 13.07.2023 12:00:00;0;24543,882
 13.07.2023 12:00:00; 13.07.2023 12:15:00;0;24543,882
 13.07.2023 12:15:00; 13.07.2023 12:30:00;0;24543,882
 13.07.2023 12:30:00; 13.07.2023 12:45:00;0;24543,882
 13.07.2023 12:45:00; 13.07.2023 13:00:00;0;24543,882
 13.07.2023 13:00:00; 13.07.2023 13:15:00;0;24543,882
 13.07.2023 13:15:00; 13.07.2023 13:30:00;0;24543,882
 13.07.2023 13:30:00; 13.07.2023 13:45:00;0;24543,882
 13.07.2023 13:45:00; 13.07.2023 14:00:00;0;24543,882
 13.07.2023 14:00:00; 13.07.2023 14:15:00;0;24543,882
 13.07.2023 14:15:00; 13.07.2023 14:30:00;0;24543,882
 13.07.2023 14:30:00; 13.07.2023 14:45:00;0;24543,882
 13.07.2023 14:45:00; 13.07.2023 15:00:00;0;24543,882
 13.07.2023 15:00:00; 13.07.2023 15:15:00;0;24543,882
 13.07.2023 15:15:00; 13.07.2023 15:30:00;0;24543,882
 13.07.2023 15:30:00; 13.07.2023 15:45:00;0;24543,882
 13.07.2023 15:45:00; 13.07.2023 16:00:00;0;24543,882
 13.07.2023 16:00:00; 13.07.2023 16:15:00;0;24543,882
 13.07.2023 16:15:00; 13.07.2023 16:30:00;0;24543,882
 13.07.2023 16:30:00; 13.07.2023 16:45:00;0;24543,882
 13.07.2023 16:45:00; 13.07.2023 17:00:00;0,015;24543,897
 13.07.2023 17:00:00; 13.07.2023 17:15:00;0,009;24543,906
 13.07.2023 17:15:00; 13.07.2023 17:30:00;0,003;24543,909
 13.07.2023 17:30:00; 13.07.2023 17:45:00;0,001;24543,91
 13.07.2023 17:45:00; 13.07.2023 18:00:00;0,002;24543,912
 13.07.2023 18:00:00; 13.07.2023 18:15:00;0,032;24543,944
 13.07.2023 18:15:00; 13.07.2023 18:30:00;0,033;24543,977
 13.07.2023 18:30:00; 13.07.2023 18:45:00;0,014;24543,991
 13.07.2023 18:45:00; 13.07.2023 19:00:00;0,024;24544,015
 13.07.2023 19:00:00; 13.07.2023 19:15:00;0,029;24544,044
 13.07.2023 19:15:00; 13.07.2023 19:30:00;0,024;24544,068
 13.07.2023 19:30:00; 13.07.2023 19:45:00;0,023;24544,091
 13.07.2023 19:45:00; 13.07.2023 20:00:00;0,029;24544,12
 13.07.2023 20:00:00; 13.07.2023 20:15:00;0,042;24544,162
 13.07.2023 20:15:00; 13.07.2023 20:30:00;0,064;24544,226
 13.07.2023 20:30:00; 13.07.2023 20:45:00;0,051;24544,277
 13.07.2023 20:45:00; 13.07.2023 21:00:00;0,051;24544,328
 13.07.2023 21:00:00; 13.07.2023 21:15:00;0,056;24544,384
 13.07.2023 21:15:00; 13.07.2023 21:30:00;0,066;24544,45
 13.07.2023 21:30:00; 13.07.2023 21:45:00;0,064;24544,514
 13.07.2023 21:45:00; 13.07.2023 22:00:00;0,054;24544,568
 13.07.2023 22:00:00; 13.07.2023 22:15:00;0,051;24544,619
 13.07.2023 22:15:00; 13.07.2023 22:30:00;0,059;24544,678
 13.07.2023 22:30:00; 13.07.2023 22:45:00;0,066;24544,744
 13.07.2023 22:45:00; 13.07.2023 23:00:00;0,05;24544,794
 13.07.2023 23:00:00; 13.07.2023 23:15:00;0,049;24544,843
 13.07.2023 23:15:00; 13.07.2023 23:30:00;0,055;24544,898
 13.07.2023 23:30:00; 13.07.2023 23:45:00;0,072;24544,97
 13.07.2023 23:45:00; 14.07.2023 00:00:00;0,054;24545,024
 14.07.2023 00:00:00; 14.07.2023 00:15:00;0,049;24545,073
 14.07.2023 00:15:00; 14.07.2023 00:30:00;0,049;24545,122
 14.07.2023 00:30:00; 14.07.2023 00:45:00;0,07;24545,192
 14.07.2023 00:45:00; 14.07.2023 01:00:00;0,061;24545,253
 14.07.2023 01:00:00; 14.07.2023 01:15:00;0,048;24545,301
 14.07.2023 01:15:00; 14.07.2023 01:30:00;0,052;24545,353
 14.07.2023 01:30:00; 14.07.2023 01:45:00;0,063;24545,416
 14.07.2023 01:45:00; 14.07.2023 02:00:00;0,064;24545,48
 14.07.2023 02:00:00; 14.07.2023 02:15:00;0,052;24545,532
 14.07.2023 02:15:00; 14.07.2023 02:30:00;0,05;24545,582
 14.07.2023 02:30:00; 14.07.2023 02:45:00;0,057;24545,639
 14.07.2023 02:45:00; 14.07.2023 03:00:00;0,065;24545,704
 14.07.2023 03:00:00; 14.07.2023 03:15:00;0,061;24545,765
 14.07.2023 03:15:00; 14.07.2023 03:30:00;0,052;24545,817
 14.07.2023 03:30:00; 14.07.2023 03:45:00;0,054;24545,871
 14.07.2023 03:45:00; 14.07.2023 04:00:00;0,068;24545,939
 14.07.2023 04:00:00; 14.07.2023 04:15:00;0,062;24546,001
 14.07.2023 04:15:00; 14.07.2023 04:30:00;0,047;24546,048
 14.07.2023 04:30:00; 14.07.2023 04:45:00;0,056;24546,104
 14.07.2023 04:45:00; 14.07.2023 05:00:00;0,053;24546,157
 14.07.2023 05:00:00; 14.07.2023 05:15:00;0,071;24546,228
 14.07.2023 05:15:00; 14.07.2023 05:30:00;0,042;24546,27
 14.07.2023 05:30:00; 14.07.2023 05:45:00;0,033;24546,303
 14.07.2023 05:45:00; 14.07.2023 06:00:00;0,023;24546,326
 14.07.2023 06:00:00; 14.07.2023 06:15:00;0,037;24546,363
 14.07.2023 06:15:00; 14.07.2023 06:30:00;0,005;24546,368
 14.07.2023 06:30:00; 14.07.2023 06:45:00;0;24546,368
 14.07.2023 06:45:00; 14.07.2023 07:00:00;0;24546,368
 14.07.2023 07:00:00; 14.07.2023 07:15:00;0;24546,368
 14.07.2023 07:15:00; 14.07.2023 07:30:00;0;24546,368
 14.07.2023 07:30:00; 14.07.2023 07:45:00;0;24546,368
 14.07.2023 07:45:00; 14.07.2023 08:00:00;0;24546,368
 14.07.2023 08:00:00; 14.07.2023 08:15:00;0;24546,368
 14.07.2023 08:15:00; 14.07.2023 08:30:00;0;24546,368
 14.07.2023 08:30:00; 14.07.2023 08:45:00;0;24546,368
 14.07.2023 08:45:00; 14.07.2023 09:00:00;0;24546,368
 14.07.2023 09:00:00; 14.07.2023 09:15:00;0;24546,368
 14.07.2023 09:15:00; 14.07.2023 09:30:00;0;24546,368
 14.07.2023 09:30:00; 14.07.2023 09:45:00;0;24546,368
 14.07.2023 09:45:00; 14.07.2023 10:00:00;0;24546,368
 14.07.2023 10:00:00; 14.07.2023 10:15:00;0;24546,368
 14.07.2023 10:15:00; 14.07.2023 10:30:00;0;24546,368
 14.07.2023 10:30:00; 14.07.2023 10:45:00;0;24546,368
 14.07.2023 10:45:00; 14.07.2023 11:00:00;0;24546,368
 14.07.2023 11:00:00; 14.07.2023 11:15:00;0;24546,368
 14.07.2023 11:15:00; 14.07.2023 11:30:00;0;24546,368
 14.07.2023 11:30:00; 14.07.2023 11:45:00;0;24546,368
 14.07.2023 11:45:00; 14.07.2023 12:00:00;0,001;24546,369
 14.07.2023 12:00:00; 14.07.2023 12:15:00;0;24546,369
 14.07.2023 12:15:00; 14.07.2023 12:30:00;0;24546,369
 14.07.2023 12:30:00; 14.07.2023 12:45:00;0;24546,369
 14.07.2023 12:45:00; 14.07.2023 13:00:00;0,004;24546,373
 14.07.2023 13:00:00; 14.07.2023 13:15:00;0,022;24546,395
 14.07.2023 13:15:00; 14.07.2023 13:30:00;0;24546,395
 14.07.2023 13:30:00; 14.07.2023 13:45:00;0;24546,395
 14.07.2023 13:45:00; 14.07.2023 14:00:00;0;24546,395
 14.07.2023 14:00:00; 14.07.2023 14:15:00;0;24546,395
 14.07.2023 14:15:00; 14.07.2023 14:30:00;0,004;24546,399
 14.07.2023 14:30:00; 14.07.2023 14:45:00;0;24546,399
 14.07.2023 14:45:00; 14.07.2023 15:00:00;0,007;24546,406
 14.07.2023 15:00:00; 14.07.2023 15:15:00;0;24546,406
 14.07.2023 15:15:00; 14.07.2023 15:30:00;0;24546,406
 14.07.2023 15:30:00; 14.07.2023 15:45:00;0;24546,406
 14.07.2023 15:45:00; 14.07.2023 16:00:00;0;24546,406
 14.07.2023 16:00:00; 14.07.2023 16:15:00;0;24546,406
 14.07.2023 16:15:00; 14.07.2023 16:30:00;0;24546,406
 14.07.2023 16:30:00; 14.07.2023 16:45:00;0;24546,406
 14.07.2023 16:45:00; 14.07.2023 17:00:00;0;24546,406
 14.07.2023 17:00:00; 14.07.2023 17:15:00;0;24546,406
 14.07.2023 17:15:00; 14.07.2023 17:30:00;0;24546,406
 14.07.2023 17:30:00; 14.07.2023 17:45:00;0;24546,406
 14.07.2023 17:45:00; 14.07.2023 18:00:00;0;24546,406
 14.07.2023 18:00:00; 14.07.2023 18:15:00;0;24546,406
 14.07.2023 18:15:00; 14.07.2023 18:30:00;0;24546,406
 14.07.2023 18:30:00; 14.07.2023 18:45:00;0;24546,406
 14.07.2023 18:45:00; 14.07.2023 19:00:00;0;24546,406
 14.07.2023 19:00:00; 14.07.2023 19:15:00;0;24546,406
 14.07.2023 19:15:00; 14.07.2023 19:30:00;0,004;24546,41
 14.07.2023 19:30:00; 14.07.2023 19:45:00;0,002;24546,412
 14.07.2023 19:45:00; 14.07.2023 20:00:00;0,021;24546,433
 14.07.2023 20:00:00; 14.07.2023 20:15:00;0,042;24546,475
 14.07.2023 20:15:00; 14.07.2023 20:30:00;0,037;24546,512
 14.07.2023 20:30:00; 14.07.2023 20:45:00;0,046;24546,558
 14.07.2023 20:45:00; 14.07.2023 21:00:00;0,039;24546,597
 14.07.2023 21:00:00; 14.07.2023 21:15:00;0,069;24546,666
 14.07.2023 21:15:00; 14.07.2023 21:30:00;0,054;24546,72
 14.07.2023 21:30:00; 14.07.2023 21:45:00;0,066;24546,786
 14.07.2023 21:45:00; 14.07.2023 22:00:00;0,076;24546,862
 14.07.2023 22:00:00; 14.07.2023 22:15:00;0,087;24546,949
 14.07.2023 22:15:00; 14.07.2023 22:30:00;0,072;24547,021
 14.07.2023 22:30:00; 14.07.2023 22:45:00;0,058;24547,079
 14.07.2023 22:45:00; 14.07.2023 23:00:00;0,066;24547,145
 14.07.2023 23:00:00; 14.07.2023 23:15:00;0,087;24547,232
 14.07.2023 23:15:00; 14.07.2023 23:30:00;0,096;24547,328
 14.07.2023 23:30:00; 14.07.2023 23:45:00;0,103;24547,431
 14.07.2023 23:45:00; 15.07.2023 00:00:00;0,086;24547,517
 15.07.2023 00:00:00; 15.07.2023 00:15:00;0,082;24547,599
 15.07.2023 00:15:00; 15.07.2023 00:30:00;0,068;24547,667
 15.07.2023 00:30:00; 15.07.2023 00:45:00;0,066;24547,733
 15.07.2023 00:45:00; 15.07.2023 01:00:00;0,053;24547,786
 15.07.2023 01:00:00; 15.07.2023 01:15:00;0,06;24547,846
 15.07.2023 01:15:00; 15.07.2023 01:30:00;0,065;24547,911
 15.07.2023 01:30:00; 15.07.2023 01:45:00;0,069;24547,98
 15.07.2023 01:45:00; 15.07.2023 02:00:00;0,055;24548,035
 15.07.2023 02:00:00; 15.07.2023 02:15:00;0,058;24548,093
 15.07.2023 02:15:00; 15.07.2023 02:30:00;0,077;24548,17
 15.07.2023 02:30:00; 15.07.2023 02:45:00;0,073;24548,243
 15.07.2023 02:45:00; 15.07.2023 03:00:00;0,064;24548,307
 15.07.2023 03:00:00; 15.07.2023 03:15:00;0,056;24548,363
 15.07.2023 03:15:00; 15.07.2023 03:30:00;0,065;24548,428
 15.07.2023 03:30:00; 15.07.2023 03:45:00;0,074;24548,502
 15.07.2023 03:45:00; 15.07.2023 04:00:00;0,067;24548,569
 15.07.2023 04:00:00; 15.07.2023 04:15:00;0,047;24548,616
 15.07.2023 04:15:00; 15.07.2023 04:30:00;0,06;24548,676
 15.07.2023 04:30:00; 15.07.2023 04:45:00;0,066;24548,742
 15.07.2023 04:45:00; 15.07.2023 05:00:00;0,066;24548,808
 15.07.2023 05:00:00; 15.07.2023 05:15:00;0,057;24548,865
 15.07.2023 05:15:00; 15.07.2023 05:30:00;0,043;24548,908
 15.07.2023 05:30:00; 15.07.2023 05:45:00;0,058;24548,966
 15.07.2023 05:45:00; 15.07.2023 06:00:00;0,046;24549,012
 15.07.2023 06:00:00; 15.07.2023 06:15:00;0,027;24549,039
 15.07.2023 06:15:00; 15.07.2023 06:30:00;0,01;24549,049
 15.07.2023 06:30:00; 15.07.2023 06:45:00;0;24549,049
 15.07.2023 06:45:00; 15.07.2023 07:00:00;0;24549,049
 15.07.2023 07:00:00; 15.07.2023 07:15:00;0;24549,049
 15.07.2023 07:15:00; 15.07.2023 07:30:00;0;24549,049
 15.07.2023 07:30:00; 15.07.2023 07:45:00;0;24549,049
 15.07.2023 07:45:00; 15.07.2023 08:00:00;0;24549,049
 15.07.2023 08:00:00; 15.07.2023 08:15:00;0;24549,049
 15.07.2023 08:15:00; 15.07.2023 08:30:00;0;24549,049
 15.07.2023 08:30:00; 15.07.2023 08:45:00;0;24549,049
 15.07.2023 08:45:00; 15.07.2023 09:00:00;0;24549,049
 15.07.2023 09:00:00; 15.07.2023 09:15:00;0;24549,049
 15.07.2023 09:15:00; 15.07.2023 09:30:00;0;24549,049
 15.07.2023 09:30:00; 15.07.2023 09:45:00;0;24549,049
 15.07.2023 09:45:00; 15.07.2023 10:00:00;0;24549,049
 15.07.2023 10:00:00; 15.07.2023 10:15:00;0;24549,049
 15.07.2023 10:15:00; 15.07.2023 10:30:00;0;24549,049
 15.07.2023 10:30:00; 15.07.2023 10:45:00;0;24549,049
 15.07.2023 10:45:00; 15.07.2023 11:00:00;0;24549,049
 15.07.2023 11:00:00; 15.07.2023 11:15:00;0;24549,049
 15.07.2023 11:15:00; 15.07.2023 11:30:00;0;24549,049
 15.07.2023 11:30:00; 15.07.2023 11:45:00;0;24549,049
 15.07.2023 11:45:00; 15.07.2023 12:00:00;0;24549,049
 15.07.2023 12:00:00; 15.07.2023 12:15:00;0;24549,049
 15.07.2023 12:15:00; 15.07.2023 12:30:00;0;24549,049
 15.07.2023 12:30:00; 15.07.2023 12:45:00;0;24549,049
 15.07.2023 12:45:00; 15.07.2023 13:00:00;0;24549,049
 15.07.2023 13:00:00; 15.07.2023 13:15:00;0;24549,049
 15.07.2023 13:15:00; 15.07.2023 13:30:00;0;24549,049
 15.07.2023 13:30:00; 15.07.2023 13:45:00;0;24549,049
 15.07.2023 13:45:00; 15.07.2023 14:00:00;0;24549,049
 15.07.2023 14:00:00; 15.07.2023 14:15:00;0;24549,049
 15.07.2023 14:15:00; 15.07.2023 14:30:00;0;24549,049
 15.07.2023 14:30:00; 15.07.2023 14:45:00;0;24549,049
 15.07.2023 14:45:00; 15.07.2023 15:00:00;0;24549,049
 15.07.2023 15:00:00; 15.07.2023 15:15:00;0;24549,049
 15.07.2023 15:15:00; 15.07.2023 15:30:00;0;24549,049
 15.07.2023 15:30:00; 15.07.2023 15:45:00;0;24549,049
 15.07.2023 15:45:00; 15.07.2023 16:00:00;0,047;24549,096
 15.07.2023 16:00:00; 15.07.2023 16:15:00;0;24549,096
 15.07.2023 16:15:00; 15.07.2023 16:30:00;0;24549,096
 15.07.2023 16:30:00; 15.07.2023 16:45:00;0,001;24549,097
 15.07.2023 16:45:00; 15.07.2023 17:00:00;0;24549,097
 15.07.2023 17:00:00; 15.07.2023 17:15:00;0;24549,097
 15.07.2023 17:15:00; 15.07.2023 17:30:00;0;24549,097
 15.07.2023 17:30:00; 15.07.2023 17:45:00;0;24549,097
 15.07.2023 17:45:00; 15.07.2023 18:00:00;0;24549,097
 15.07.2023 18:00:00; 15.07.2023 18:15:00;0;24549,097
 15.07.2023 18:15:00; 15.07.2023 18:30:00;0,391;24549,488
 15.07.2023 18:30:00; 15.07.2023 18:45:00;0,27;24549,758
 15.07.2023 18:45:00; 15.07.2023 19:00:00;0;24549,758
 15.07.2023 19:00:00; 15.07.2023 19:15:00;0;24549,758
 15.07.2023 19:15:00; 15.07.2023 19:30:00;0;24549,758
 15.07.2023 19:30:00; 15.07.2023 19:45:00;0;24549,758
 15.07.2023 19:45:00; 15.07.2023 20:00:00;0;24549,758
 15.07.2023 20:00:00; 15.07.2023 20:15:00;0,01;24549,768
 15.07.2023 20:15:00; 15.07.2023 20:30:00;0,047;24549,815
 15.07.2023 20:30:00; 15.07.2023 20:45:00;0,069;24549,884
 15.07.2023 20:45:00; 15.07.2023 21:00:00;0,053;24549,937
 15.07.2023 21:00:00; 15.07.2023 21:15:00;0,052;24549,989
 15.07.2023 21:15:00; 15.07.2023 21:30:00;0,08;24550,069
 15.07.2023 21:30:00; 15.07.2023 21:45:00;0,061;24550,13
 15.07.2023 21:45:00; 15.07.2023 22:00:00;0,054;24550,184
 15.07.2023 22:00:00; 15.07.2023 22:15:00;0,069;24550,253
 15.07.2023 22:15:00; 15.07.2023 22:30:00;0,063;24550,316
 15.07.2023 22:30:00; 15.07.2023 22:45:00;0,062;24550,378
 15.07.2023 22:45:00; 15.07.2023 23:00:00;0,064;24550,442
 15.07.2023 23:00:00; 15.07.2023 23:15:00;0,067;24550,509
 15.07.2023 23:15:00; 15.07.2023 23:30:00;0,064;24550,573
 15.07.2023 23:30:00; 15.07.2023 23:45:00;0,052;24550,625
 15.07.2023 23:45:00; 16.07.2023 00:00:00;0,075;24550,7
 16.07.2023 00:00:00; 16.07.2023 00:15:00;0,09;24550,79
 16.07.2023 00:15:00; 16.07.2023 00:30:00;0,054;24550,844
 16.07.2023 00:30:00; 16.07.2023 00:45:00;0,054;24550,898
 16.07.2023 00:45:00; 16.07.2023 01:00:00;0,068;24550,966
 16.07.2023 01:00:00; 16.07.2023 01:15:00;0,063;24551,029
 16.07.2023 01:15:00; 16.07.2023 01:30:00;0,055;24551,084
 16.07.2023 01:30:00; 16.07.2023 01:45:00;0,051;24551,135
 16.07.2023 01:45:00; 16.07.2023 02:00:00;0,07;24551,205
 16.07.2023 02:00:00; 16.07.2023 02:15:00;0,05;24551,255
 16.07.2023 02:15:00; 16.07.2023 02:30:00;0,057;24551,312
 16.07.2023 02:30:00; 16.07.2023 02:45:00;0,053;24551,365
 16.07.2023 02:45:00; 16.07.2023 03:00:00;0,068;24551,433
 16.07.2023 03:00:00; 16.07.2023 03:15:00;0,048;24551,481
 16.07.2023 03:15:00; 16.07.2023 03:30:00;0,059;24551,54
 16.07.2023 03:30:00; 16.07.2023 03:45:00;0,062;24551,602
 16.07.2023 03:45:00; 16.07.2023 04:00:00;0,063;24551,665
 16.07.2023 04:00:00; 16.07.2023 04:15:00;0,046;24551,711
 16.07.2023 04:15:00; 16.07.2023 04:30:00;0,055;24551,766
 16.07.2023 04:30:00; 16.07.2023 04:45:00;0,064;24551,83
 16.07.2023 04:45:00; 16.07.2023 05:00:00;0,056;24551,886
 16.07.2023 05:00:00; 16.07.2023 05:15:00;0,044;24551,93
 16.07.2023 05:15:00; 16.07.2023 05:30:00;0,055;24551,985
 16.07.2023 05:30:00; 16.07.2023 05:45:00;0,051;24552,036
 16.07.2023 05:45:00; 16.07.2023 06:00:00;0,033;24552,069
 16.07.2023 06:00:00; 16.07.2023 06:15:00;0,013;24552,082
 16.07.2023 06:15:00; 16.07.2023 06:30:00;0,014;24552,096
 16.07.2023 06:30:00; 16.07.2023 06:45:00;0;24552,096
 16.07.2023 06:45:00; 16.07.2023 07:00:00;0;24552,096
 16.07.2023 07:00:00; 16.07.2023 07:15:00;0;24552,096
 16.07.2023 07:15:00; 16.07.2023 07:30:00;0;24552,096
 16.07.2023 07:30:00; 16.07.2023 07:45:00;0;24552,096
 16.07.2023 07:45:00; 16.07.2023 08:00:00;0;24552,096
 16.07.2023 08:00:00; 16.07.2023 08:15:00;0;24552,096
 16.07.2023 08:15:00; 16.07.2023 08:30:00;0;24552,096
 16.07.2023 08:30:00; 16.07.2023 08:45:00;0;24552,096
 16.07.2023 08:45:00; 16.07.2023 09:00:00;0;24552,096
 16.07.2023 09:00:00; 16.07.2023 09:15:00;0;24552,096
 16.07.2023 09:15:00; 16.07.2023 09:30:00;0,001;24552,097
 16.07.2023 09:30:00; 16.07.2023 09:45:00;0,001;24552,098
 16.07.2023 09:45:00; 16.07.2023 10:00:00;0,052;24552,15
 16.07.2023 10:00:00; 16.07.2023 10:15:00;0,1;24552,25
 16.07.2023 10:15:00; 16.07.2023 10:30:00;0,003;24552,253
 16.07.2023 10:30:00; 16.07.2023 10:45:00;0,01;24552,263
 16.07.2023 10:45:00; 16.07.2023 11:00:00;0,011;24552,274
 16.07.2023 11:00:00; 16.07.2023 11:15:00;0,057;24552,331
 16.07.2023 11:15:00; 16.07.2023 11:30:00;0;24552,331
 16.07.2023 11:30:00; 16.07.2023 11:45:00;0,004;24552,335
 16.07.2023 11:45:00; 16.07.2023 12:00:00;0,037;24552,372
 16.07.2023 12:00:00; 16.07.2023 12:15:00;0,001;24552,373
 16.07.2023 12:15:00; 16.07.2023 12:30:00;0;24552,373
 16.07.2023 12:30:00; 16.07.2023 12:45:00;0,022;24552,395
 16.07.2023 12:45:00; 16.07.2023 13:00:00;0;24552,395
 16.07.2023 13:00:00; 16.07.2023 13:15:00;0,004;24552,399
 16.07.2023 13:15:00; 16.07.2023 13:30:00;0;24552,399
 16.07.2023 13:30:00; 16.07.2023 13:45:00;0,015;24552,414
 16.07.2023 13:45:00; 16.07.2023 14:00:00;0,102;24552,516
 16.07.2023 14:00:00; 16.07.2023 14:15:00;0;24552,516
 16.07.2023 14:15:00; 16.07.2023 14:30:00;0;24552,516
 16.07.2023 14:30:00; 16.07.2023 14:45:00;0;24552,516
 16.07.2023 14:45:00; 16.07.2023 15:00:00;0;24552,516
 16.07.2023 15:00:00; 16.07.2023 15:15:00;0,008;24552,524
 16.07.2023 15:15:00; 16.07.2023 15:30:00;0,024;24552,548
 16.07.2023 15:30:00; 16.07.2023 15:45:00;0,014;24552,562
 16.07.2023 15:45:00; 16.07.2023 16:00:00;0,008;24552,57
 16.07.2023 16:00:00; 16.07.2023 16:15:00;0,032;24552,602
 16.07.2023 16:15:00; 16.07.2023 16:30:00;0,141;24552,743
 16.07.2023 16:30:00; 16.07.2023 16:45:00;0,003;24552,746
 16.07.2023 16:45:00; 16.07.2023 17:00:00;0;24552,746
 16.07.2023 17:00:00; 16.07.2023 17:15:00;0;24552,746
 16.07.2023 17:15:00; 16.07.2023 17:30:00;0;24552,746
 16.07.2023 17:30:00; 16.07.2023 17:45:00;0;24552,746
 16.07.2023 17:45:00; 16.07.2023 18:00:00;0,001;24552,747
 16.07.2023 18:00:00; 16.07.2023 18:15:00;0,017;24552,764
 16.07.2023 18:15:00; 16.07.2023 18:30:00;0,013;24552,777
 16.07.2023 18:30:00; 16.07.2023 18:45:00;0,064;24552,841
 16.07.2023 18:45:00; 16.07.2023 19:00:00;0,074;24552,915
 16.07.2023 19:00:00; 16.07.2023 19:15:00;0,115;24553,03
 16.07.2023 19:15:00; 16.07.2023 19:30:00;0,002;24553,032
 16.07.2023 19:30:00; 16.07.2023 19:45:00;0,149;24553,181
 16.07.2023 19:45:00; 16.07.2023 20:00:00;0,012;24553,193
 16.07.2023 20:00:00; 16.07.2023 20:15:00;0,176;24553,369
 16.07.2023 20:15:00; 16.07.2023 20:30:00;0,054;24553,423
 16.07.2023 20:30:00; 16.07.2023 20:45:00;0,225;24553,648
 16.07.2023 20:45:00; 16.07.2023 21:00:00;0,114;24553,762
 16.07.2023 21:00:00; 16.07.2023 21:15:00;0,236;24553,998
 16.07.2023 21:15:00; 16.07.2023 21:30:00;0,094;24554,092
 16.07.2023 21:30:00; 16.07.2023 21:45:00;0,234;24554,326
 16.07.2023 21:45:00; 16.07.2023 22:00:00;0,12;24554,446
 16.07.2023 22:00:00; 16.07.2023 22:15:00;0,095;24554,541
 16.07.2023 22:15:00; 16.07.2023 22:30:00;0,082;24554,623
 16.07.2023 22:30:00; 16.07.2023 22:45:00;0,062;24554,685
 16.07.2023 22:45:00; 16.07.2023 23:00:00;0,075;24554,76
 16.07.2023 23:00:00; 16.07.2023 23:15:00;0,075;24554,835
 16.07.2023 23:15:00; 16.07.2023 23:30:00;0,054;24554,889
 16.07.2023 23:30:00; 16.07.2023 23:45:00;0,054;24554,943
 16.07.2023 23:45:00; 17.07.2023 00:00:00;0,06;24555,003
 17.07.2023 00:00:00; 17.07.2023 00:15:00;0,071;24555,074
