PLZ Ort, Adresse [Zählpunktnummer];;;PLZ Ort, Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
;;;18.06.2023 17:45;18.06.2023 17:59;0
;;;18.06.2023 18:00;18.06.2023 18:14;0
;;;18.06.2023 18:15;18.06.2023 18:29;0,001
;;;18.06.2023 18:30;18.06.2023 18:44;0,001
;;;18.06.2023 18:45;18.06.2023 18:59;0
;;;18.06.2023 19:00;18.06.2023 19:14;0
;;;18.06.2023 19:15;18.06.2023 19:29;0
;;;18.06.2023 19:30;18.06.2023 19:44;0,004
;;;18.06.2023 19:45;18.06.2023 19:59;0,002
;;;18.06.2023 20:00;18.06.2023 20:14;0,001
;;;18.06.2023 20:15;18.06.2023 20:29;0,004
;;;18.06.2023 20:30;18.06.2023 20:44;0,002
;;;18.06.2023 20:45;18.06.2023 20:59;0,001
;;;18.06.2023 21:00;18.06.2023 21:14;0,004
;;;18.06.2023 21:15;18.06.2023 21:29;0,009
;;;18.06.2023 21:30;18.06.2023 21:44;0,031
;;;18.06.2023 21:45;18.06.2023 21:59;0,006
;;;18.06.2023 22:00;18.06.2023 22:14;0,005
;;;18.06.2023 22:15;18.06.2023 22:29;0
;;;18.06.2023 22:30;18.06.2023 22:44;0,038
;;;18.06.2023 22:45;18.06.2023 22:59;0,002
;;;18.06.2023 23:00;18.06.2023 23:14;0,003
;;;18.06.2023 23:15;18.06.2023 23:29;0,007
;;;18.06.2023 23:30;18.06.2023 23:44;0,003
;;;18.06.2023 23:45;18.06.2023 23:59;0,003
;;;19.06.2023 00:00;19.06.2023 00:14;0,002
;;;19.06.2023 00:15;19.06.2023 00:29;0,003
;;;19.06.2023 00:30;19.06.2023 00:44;0,004
;;;19.06.2023 00:45;19.06.2023 00:59;0,003
;;;19.06.2023 01:00;19.06.2023 01:14;0,001
;;;19.06.2023 01:15;19.06.2023 01:29;0,003
;;;19.06.2023 01:30;19.06.2023 01:44;0,004
;;;19.06.2023 01:45;19.06.2023 01:59;0,003
;;;19.06.2023 02:00;19.06.2023 02:14;0,004
;;;19.06.2023 02:15;19.06.2023 02:29;0,003
;;;19.06.2023 02:30;19.06.2023 02:44;0,003
;;;19.06.2023 02:45;19.06.2023 02:59;0,002
;;;19.06.2023 03:00;19.06.2023 03:14;0,003
;;;19.06.2023 03:15;19.06.2023 03:29;0,003
;;;19.06.2023 03:30;19.06.2023 03:44;0,008
;;;19.06.2023 03:45;19.06.2023 03:59;0,004
;;;19.06.2023 04:00;19.06.2023 04:14;0,002
;;;19.06.2023 04:15;19.06.2023 04:29;0,003
;;;19.06.2023 04:30;19.06.2023 04:44;0,004
;;;19.06.2023 04:45;19.06.2023 04:59;0,005
;;;19.06.2023 05:00;19.06.2023 05:14;0
;;;19.06.2023 05:15;19.06.2023 05:29;0
;;;19.06.2023 05:30;19.06.2023 05:44;0
;;;19.06.2023 05:45;19.06.2023 05:59;0
;;;19.06.2023 06:00;19.06.2023 06:14;0,002
;;;19.06.2023 06:15;19.06.2023 06:29;0,002
;;;19.06.2023 06:30;19.06.2023 06:44;0,14
;;;19.06.2023 06:45;19.06.2023 06:59;0
;;;19.06.2023 07:00;19.06.2023 07:14;0,032
;;;19.06.2023 07:15;19.06.2023 07:29;0,001
;;;19.06.2023 07:30;19.06.2023 07:44;0,017
;;;19.06.2023 07:45;19.06.2023 07:59;0,13
;;;19.06.2023 08:00;19.06.2023 08:14;0,137
;;;19.06.2023 08:15;19.06.2023 08:29;0,086
;;;19.06.2023 08:30;19.06.2023 08:44;0,108
;;;19.06.2023 08:45;19.06.2023 08:59;0,176
;;;19.06.2023 09:00;19.06.2023 09:14;0,115
;;;19.06.2023 09:15;19.06.2023 09:29;0,024
;;;19.06.2023 09:30;19.06.2023 09:44;0,01
;;;19.06.2023 09:45;19.06.2023 09:59;0,013
;;;19.06.2023 10:00;19.06.2023 10:14;0,034
;;;19.06.2023 10:15;19.06.2023 10:29;0
;;;19.06.2023 10:30;19.06.2023 10:44;0,137
;;;19.06.2023 10:45;19.06.2023 10:59;0
;;;19.06.2023 11:00;19.06.2023 11:14;0,051
;;;19.06.2023 11:15;19.06.2023 11:29;0,003
;;;19.06.2023 11:30;19.06.2023 11:44;0,01
;;;19.06.2023 11:45;19.06.2023 11:59;0,003
;;;19.06.2023 12:00;19.06.2023 12:14;0
;;;19.06.2023 12:15;19.06.2023 12:29;0
;;;19.06.2023 12:30;19.06.2023 12:44;0
;;;19.06.2023 12:45;19.06.2023 12:59;0,028
;;;19.06.2023 13:00;19.06.2023 13:14;0,237
;;;19.06.2023 13:15;19.06.2023 13:29;0,341
;;;19.06.2023 13:30;19.06.2023 13:44;0
;;;19.06.2023 13:45;19.06.2023 13:59;0
;;;19.06.2023 14:00;19.06.2023 14:14;0,009
;;;19.06.2023 14:15;19.06.2023 14:29;0,001
;;;19.06.2023 14:30;19.06.2023 14:44;0,004
;;;19.06.2023 14:45;19.06.2023 14:59;0,002
;;;19.06.2023 15:00;19.06.2023 15:14;0
;;;19.06.2023 15:15;19.06.2023 15:29;0,003
;;;19.06.2023 15:30;19.06.2023 15:44;0,003
;;;19.06.2023 15:45;19.06.2023 15:59;0,001
;;;19.06.2023 16:00;19.06.2023 16:14;0,002
;;;19.06.2023 16:15;19.06.2023 16:29;0
;;;19.06.2023 16:30;19.06.2023 16:44;0
;;;19.06.2023 16:45;19.06.2023 16:59;0
;;;19.06.2023 17:00;19.06.2023 17:14;0,004
;;;19.06.2023 17:15;19.06.2023 17:29;0,001
;;;19.06.2023 17:30;19.06.2023 17:44;0
;;;19.06.2023 17:45;19.06.2023 17:59;0,007
;;;19.06.2023 18:00;19.06.2023 18:14;0
;;;19.06.2023 18:15;19.06.2023 18:29;0
;;;19.06.2023 18:30;19.06.2023 18:44;0
;;;19.06.2023 18:45;19.06.2023 18:59;0,002
;;;19.06.2023 19:00;19.06.2023 19:14;0,004
;;;19.06.2023 19:15;19.06.2023 19:29;0,003
;;;19.06.2023 19:30;19.06.2023 19:44;0
;;;19.06.2023 19:45;19.06.2023 19:59;0
;;;19.06.2023 20:00;19.06.2023 20:14;0,001
;;;19.06.2023 20:15;19.06.2023 20:29;0
;;;19.06.2023 20:30;19.06.2023 20:44;0
;;;19.06.2023 20:45;19.06.2023 20:59;0,001
;;;19.06.2023 21:00;19.06.2023 21:14;0,003
;;;19.06.2023 21:15;19.06.2023 21:29;0,001
;;;19.06.2023 21:30;19.06.2023 21:44;0,003
;;;19.06.2023 21:45;19.06.2023 21:59;0
;;;19.06.2023 22:00;19.06.2023 22:14;0
;;;19.06.2023 22:15;19.06.2023 22:29;0,003
;;;19.06.2023 22:30;19.06.2023 22:44;0
;;;19.06.2023 22:45;19.06.2023 22:59;0,001
;;;19.06.2023 23:00;19.06.2023 23:14;0,002
;;;19.06.2023 23:15;19.06.2023 23:29;0,001
;;;19.06.2023 23:30;19.06.2023 23:44;0
;;;19.06.2023 23:45;19.06.2023 23:59;0,004
;;;20.06.2023 00:00;20.06.2023 00:14;0,004
;;;20.06.2023 00:15;20.06.2023 00:29;0,001
;;;20.06.2023 00:30;20.06.2023 00:44;0,028
;;;20.06.2023 00:45;20.06.2023 00:59;0,028
;;;20.06.2023 01:00;20.06.2023 01:14;0,038
;;;20.06.2023 01:15;20.06.2023 01:29;0,054
;;;20.06.2023 01:30;20.06.2023 01:44;0,05
;;;20.06.2023 01:45;20.06.2023 01:59;0,043
;;;20.06.2023 02:00;20.06.2023 02:14;0,043
;;;20.06.2023 02:15;20.06.2023 02:29;0,047
;;;20.06.2023 02:30;20.06.2023 02:44;0,059
;;;20.06.2023 02:45;20.06.2023 02:59;0,038
;;;20.06.2023 03:00;20.06.2023 03:14;0,033
;;;20.06.2023 03:15;20.06.2023 03:29;0,048
;;;20.06.2023 03:30;20.06.2023 03:44;0,053
;;;20.06.2023 03:45;20.06.2023 03:59;0,044
;;;20.06.2023 04:00;20.06.2023 04:14;0,046
;;;20.06.2023 04:15;20.06.2023 04:29;0,047
;;;20.06.2023 04:30;20.06.2023 04:44;0,054
;;;20.06.2023 04:45;20.06.2023 04:59;0,04
;;;20.06.2023 05:00;20.06.2023 05:14;0,033
;;;20.06.2023 05:15;20.06.2023 05:29;0,041
;;;20.06.2023 05:30;20.06.2023 05:44;0,053
;;;20.06.2023 05:45;20.06.2023 05:59;0,038
;;;20.06.2023 06:00;20.06.2023 06:14;0,044
;;;20.06.2023 06:15;20.06.2023 06:29;0,051
;;;20.06.2023 06:30;20.06.2023 06:44;0,194
;;;20.06.2023 06:45;20.06.2023 06:59;0,034
;;;20.06.2023 07:00;20.06.2023 07:14;0,006
;;;20.06.2023 07:15;20.06.2023 07:29;0,003
;;;20.06.2023 07:30;20.06.2023 07:44;0,039
;;;20.06.2023 07:45;20.06.2023 07:59;0,014
;;;20.06.2023 08:00;20.06.2023 08:14;0,007
;;;20.06.2023 08:15;20.06.2023 08:29;0
;;;20.06.2023 08:30;20.06.2023 08:44;0
;;;20.06.2023 08:45;20.06.2023 08:59;0,003
;;;20.06.2023 09:00;20.06.2023 09:14;0,002
;;;20.06.2023 09:15;20.06.2023 09:29;0
;;;20.06.2023 09:30;20.06.2023 09:44;0,002
;;;20.06.2023 09:45;20.06.2023 09:59;0,001
;;;20.06.2023 10:00;20.06.2023 10:14;0
;;;20.06.2023 10:15;20.06.2023 10:29;0
;;;20.06.2023 10:30;20.06.2023 10:44;0
;;;20.06.2023 10:45;20.06.2023 10:59;0
;;;20.06.2023 11:00;20.06.2023 11:14;0
;;;20.06.2023 11:15;20.06.2023 11:29;0,003
;;;20.06.2023 11:30;20.06.2023 11:44;0
;;;20.06.2023 11:45;20.06.2023 11:59;0,001
;;;20.06.2023 12:00;20.06.2023 12:14;0,005
;;;20.06.2023 12:15;20.06.2023 12:29;0,002
;;;20.06.2023 12:30;20.06.2023 12:44;0
;;;20.06.2023 12:45;20.06.2023 12:59;0,021
;;;20.06.2023 13:00;20.06.2023 13:14;0,224
;;;20.06.2023 13:15;20.06.2023 13:29;0,503
;;;20.06.2023 13:30;20.06.2023 13:44;0,014
;;;20.06.2023 13:45;20.06.2023 13:59;0
;;;20.06.2023 14:00;20.06.2023 14:14;0,001
;;;20.06.2023 14:15;20.06.2023 14:29;0,003
;;;20.06.2023 14:30;20.06.2023 14:44;0,092
;;;20.06.2023 14:45;20.06.2023 14:59;0,078
;;;20.06.2023 15:00;20.06.2023 15:14;0,128
;;;20.06.2023 15:15;20.06.2023 15:29;0,091
;;;20.06.2023 15:30;20.06.2023 15:44;0,084
;;;20.06.2023 15:45;20.06.2023 15:59;0
;;;20.06.2023 16:00;20.06.2023 16:14;0
;;;20.06.2023 16:15;20.06.2023 16:29;0,001
;;;20.06.2023 16:30;20.06.2023 16:44;0
;;;20.06.2023 16:45;20.06.2023 16:59;0
;;;20.06.2023 17:00;20.06.2023 17:14;0,001
;;;20.06.2023 17:15;20.06.2023 17:29;0,001
;;;20.06.2023 17:30;20.06.2023 17:44;0
;;;20.06.2023 17:45;20.06.2023 17:59;0
;;;20.06.2023 18:00;20.06.2023 18:14;0,001
;;;20.06.2023 18:15;20.06.2023 18:29;0,013
;;;20.06.2023 18:30;20.06.2023 18:44;0
;;;20.06.2023 18:45;20.06.2023 18:59;0,001
;;;20.06.2023 19:00;20.06.2023 19:14;0
;;;20.06.2023 19:15;20.06.2023 19:29;0,001
;;;20.06.2023 19:30;20.06.2023 19:44;0,003
;;;20.06.2023 19:45;20.06.2023 19:59;0,23
;;;20.06.2023 20:00;20.06.2023 20:14;0,117
;;;20.06.2023 20:15;20.06.2023 20:29;0,001
;;;20.06.2023 20:30;20.06.2023 20:44;0
;;;20.06.2023 20:45;20.06.2023 20:59;0
;;;20.06.2023 21:00;20.06.2023 21:14;0
;;;20.06.2023 21:15;20.06.2023 21:29;0
;;;20.06.2023 21:30;20.06.2023 21:44;0,132
;;;20.06.2023 21:45;20.06.2023 21:59;0,008
;;;20.06.2023 22:00;20.06.2023 22:14;0
;;;20.06.2023 22:15;20.06.2023 22:29;0,002
;;;20.06.2023 22:30;20.06.2023 22:44;0,038
;;;20.06.2023 22:45;20.06.2023 22:59;0,004
;;;20.06.2023 23:00;20.06.2023 23:14;0
;;;20.06.2023 23:15;20.06.2023 23:29;0
;;;20.06.2023 23:30;20.06.2023 23:44;0
;;;20.06.2023 23:45;20.06.2023 23:59;0,001
;;;21.06.2023 00:00;21.06.2023 00:14;0,002
;;;21.06.2023 00:15;21.06.2023 00:29;0,003
;;;21.06.2023 00:30;21.06.2023 00:44;0,004
;;;21.06.2023 00:45;21.06.2023 00:59;0,003
;;;21.06.2023 01:00;21.06.2023 01:14;0,003
;;;21.06.2023 01:15;21.06.2023 01:29;0,003
;;;21.06.2023 01:30;21.06.2023 01:44;0,003
;;;21.06.2023 01:45;21.06.2023 01:59;0,004
;;;21.06.2023 02:00;21.06.2023 02:14;0,004
;;;21.06.2023 02:15;21.06.2023 02:29;0,003
;;;21.06.2023 02:30;21.06.2023 02:44;0,003
;;;21.06.2023 02:45;21.06.2023 02:59;0,004
;;;21.06.2023 03:00;21.06.2023 03:14;0,002
;;;21.06.2023 03:15;21.06.2023 03:29;0,005
;;;21.06.2023 03:30;21.06.2023 03:44;0,005
;;;21.06.2023 03:45;21.06.2023 03:59;0,003
;;;21.06.2023 04:00;21.06.2023 04:14;0,002
;;;21.06.2023 04:15;21.06.2023 04:29;0,002
;;;21.06.2023 04:30;21.06.2023 04:44;0,003
;;;21.06.2023 04:45;21.06.2023 04:59;0,005
;;;21.06.2023 05:00;21.06.2023 05:14;0
;;;21.06.2023 05:15;21.06.2023 05:29;0
;;;21.06.2023 05:30;21.06.2023 05:44;0
;;;21.06.2023 05:45;21.06.2023 05:59;0
;;;21.06.2023 06:00;21.06.2023 06:14;0,003
;;;21.06.2023 06:15;21.06.2023 06:29;0
;;;21.06.2023 06:30;21.06.2023 06:44;0,139
;;;21.06.2023 06:45;21.06.2023 06:59;0,068
;;;21.06.2023 07:00;21.06.2023 07:14;0,107
;;;21.06.2023 07:15;21.06.2023 07:29;0,156
;;;21.06.2023 07:30;21.06.2023 07:44;0,16
;;;21.06.2023 07:45;21.06.2023 07:59;0,143
;;;21.06.2023 08:00;21.06.2023 08:14;0,083
;;;21.06.2023 08:15;21.06.2023 08:29;0,082
;;;21.06.2023 08:30;21.06.2023 08:44;0,085
;;;21.06.2023 08:45;21.06.2023 08:59;0,058
;;;21.06.2023 09:00;21.06.2023 09:14;0,033
;;;21.06.2023 09:15;21.06.2023 09:29;0,005
;;;21.06.2023 09:30;21.06.2023 09:44;0
;;;21.06.2023 09:45;21.06.2023 09:59;0
;;;21.06.2023 10:00;21.06.2023 10:14;0
;;;21.06.2023 10:15;21.06.2023 10:29;0,005
;;;21.06.2023 10:30;21.06.2023 10:44;0
;;;21.06.2023 10:45;21.06.2023 10:59;0
;;;21.06.2023 11:00;21.06.2023 11:14;0
;;;21.06.2023 11:15;21.06.2023 11:29;0
;;;21.06.2023 11:30;21.06.2023 11:44;0
;;;21.06.2023 11:45;21.06.2023 11:59;0,001
;;;21.06.2023 12:00;21.06.2023 12:14;0,005
;;;21.06.2023 12:15;21.06.2023 12:29;0,001
;;;21.06.2023 12:30;21.06.2023 12:44;0
;;;21.06.2023 12:45;21.06.2023 12:59;0
;;;21.06.2023 13:00;21.06.2023 13:14;0,207
;;;21.06.2023 13:15;21.06.2023 13:29;0,294
;;;21.06.2023 13:30;21.06.2023 13:44;0,001
;;;21.06.2023 13:45;21.06.2023 13:59;0
;;;21.06.2023 14:00;21.06.2023 14:14;0,003
;;;21.06.2023 14:15;21.06.2023 14:29;0,003
;;;21.06.2023 14:30;21.06.2023 14:44;0,003
;;;21.06.2023 14:45;21.06.2023 14:59;0,072
;;;21.06.2023 15:00;21.06.2023 15:14;0
;;;21.06.2023 15:15;21.06.2023 15:29;0,001
;;;21.06.2023 15:30;21.06.2023 15:44;0
;;;21.06.2023 15:45;21.06.2023 15:59;0
;;;21.06.2023 16:00;21.06.2023 16:14;0
;;;21.06.2023 16:15;21.06.2023 16:29;0
;;;21.06.2023 16:30;21.06.2023 16:44;0
;;;21.06.2023 16:45;21.06.2023 16:59;0
;;;21.06.2023 17:00;21.06.2023 17:14;0,002
;;;21.06.2023 17:15;21.06.2023 17:29;0,123
;;;21.06.2023 17:30;21.06.2023 17:44;0,261
;;;21.06.2023 17:45;21.06.2023 17:59;0,085
;;;21.06.2023 18:00;21.06.2023 18:14;0,128
;;;21.06.2023 18:15;21.06.2023 18:29;0,168
;;;21.06.2023 18:30;21.06.2023 18:44;0,01
;;;21.06.2023 18:45;21.06.2023 18:59;0
;;;21.06.2023 19:00;21.06.2023 19:14;0,02
;;;21.06.2023 19:15;21.06.2023 19:29;0
;;;21.06.2023 19:30;21.06.2023 19:44;0
;;;21.06.2023 19:45;21.06.2023 19:59;0
;;;21.06.2023 20:00;21.06.2023 20:14;0,003
;;;21.06.2023 20:15;21.06.2023 20:29;0,003
;;;21.06.2023 20:30;21.06.2023 20:44;0
;;;21.06.2023 20:45;21.06.2023 20:59;0,005
;;;21.06.2023 21:00;21.06.2023 21:14;0
;;;21.06.2023 21:15;21.06.2023 21:29;0,004
;;;21.06.2023 21:30;21.06.2023 21:44;0,002
;;;21.06.2023 21:45;21.06.2023 21:59;0
;;;21.06.2023 22:00;21.06.2023 22:14;0
;;;21.06.2023 22:15;21.06.2023 22:29;0
;;;21.06.2023 22:30;21.06.2023 22:44;0
;;;21.06.2023 22:45;21.06.2023 22:59;0,002
;;;21.06.2023 23:00;21.06.2023 23:14;0,001
;;;21.06.2023 23:15;21.06.2023 23:29;0,003
;;;21.06.2023 23:30;21.06.2023 23:44;0,001
;;;21.06.2023 23:45;21.06.2023 23:59;0
;;;22.06.2023 00:00;22.06.2023 00:14;0,004
;;;22.06.2023 00:15;22.06.2023 00:29;0,003
;;;22.06.2023 00:30;22.06.2023 00:44;0
;;;22.06.2023 00:45;22.06.2023 00:59;0,003
;;;22.06.2023 01:00;22.06.2023 01:14;0,003
;;;22.06.2023 01:15;22.06.2023 01:29;0,004
;;;22.06.2023 01:30;22.06.2023 01:44;0,002
;;;22.06.2023 01:45;22.06.2023 01:59;0,004
;;;22.06.2023 02:00;22.06.2023 02:14;0,002
;;;22.06.2023 02:15;22.06.2023 02:29;0,003
;;;22.06.2023 02:30;22.06.2023 02:44;0,03
;;;22.06.2023 02:45;22.06.2023 02:59;0,039
;;;22.06.2023 03:00;22.06.2023 03:14;0,046
;;;22.06.2023 03:15;22.06.2023 03:29;0,043
;;;22.06.2023 03:30;22.06.2023 03:44;0,045
;;;22.06.2023 03:45;22.06.2023 03:59;0,04
;;;22.06.2023 04:00;22.06.2023 04:14;0,038
;;;22.06.2023 04:15;22.06.2023 04:29;0,047
;;;22.06.2023 04:30;22.06.2023 04:44;0,057
;;;22.06.2023 04:45;22.06.2023 04:59;0,04
;;;22.06.2023 05:00;22.06.2023 05:14;0,047
;;;22.06.2023 05:15;22.06.2023 05:29;0,044
;;;22.06.2023 05:30;22.06.2023 05:44;0,047
;;;22.06.2023 05:45;22.06.2023 05:59;0,03
;;;22.06.2023 06:00;22.06.2023 06:14;0,041
;;;22.06.2023 06:15;22.06.2023 06:29;0,044
;;;22.06.2023 06:30;22.06.2023 06:44;0,158
;;;22.06.2023 06:45;22.06.2023 06:59;0,013
;;;22.06.2023 07:00;22.06.2023 07:14;0,01
;;;22.06.2023 07:15;22.06.2023 07:29;0,004
;;;22.06.2023 07:30;22.06.2023 07:44;0,001
;;;22.06.2023 07:45;22.06.2023 07:59;0,004
;;;22.06.2023 08:00;22.06.2023 08:14;0,002
;;;22.06.2023 08:15;22.06.2023 08:29;0,001
;;;22.06.2023 08:30;22.06.2023 08:44;0
;;;22.06.2023 08:45;22.06.2023 08:59;0,001
;;;22.06.2023 09:00;22.06.2023 09:14;0
;;;22.06.2023 09:15;22.06.2023 09:29;0
;;;22.06.2023 09:30;22.06.2023 09:44;0
;;;22.06.2023 09:45;22.06.2023 09:59;0,002
;;;22.06.2023 10:00;22.06.2023 10:14;0
;;;22.06.2023 10:15;22.06.2023 10:29;0,001
;;;22.06.2023 10:30;22.06.2023 10:44;0,001
;;;22.06.2023 10:45;22.06.2023 10:59;0,001
;;;22.06.2023 11:00;22.06.2023 11:14;0,002
;;;22.06.2023 11:15;22.06.2023 11:29;0,002
;;;22.06.2023 11:30;22.06.2023 11:44;0,001
;;;22.06.2023 11:45;22.06.2023 11:59;0
;;;22.06.2023 12:00;22.06.2023 12:14;0,001
;;;22.06.2023 12:15;22.06.2023 12:29;0,001
;;;22.06.2023 12:30;22.06.2023 12:44;0,001
;;;22.06.2023 12:45;22.06.2023 12:59;0
;;;22.06.2023 13:00;22.06.2023 13:14;0,169
;;;22.06.2023 13:15;22.06.2023 13:29;0,522
;;;22.06.2023 13:30;22.06.2023 13:44;0,096
;;;22.06.2023 13:45;22.06.2023 13:59;0,003
;;;22.06.2023 14:00;22.06.2023 14:14;0
;;;22.06.2023 14:15;22.06.2023 14:29;0,001
;;;22.06.2023 14:30;22.06.2023 14:44;0,002
;;;22.06.2023 14:45;22.06.2023 14:59;0
;;;22.06.2023 15:00;22.06.2023 15:14;0,001
;;;22.06.2023 15:15;22.06.2023 15:29;0,002
;;;22.06.2023 15:30;22.06.2023 15:44;0
;;;22.06.2023 15:45;22.06.2023 15:59;0
;;;22.06.2023 16:00;22.06.2023 16:14;0
;;;22.06.2023 16:15;22.06.2023 16:29;0,002
;;;22.06.2023 16:30;22.06.2023 16:44;0,002
;;;22.06.2023 16:45;22.06.2023 16:59;0,003
;;;22.06.2023 17:00;22.06.2023 17:14;0,017
;;;22.06.2023 17:15;22.06.2023 17:29;0
;;;22.06.2023 17:30;22.06.2023 17:44;0,007
;;;22.06.2023 17:45;22.06.2023 17:59;0,071
;;;22.06.2023 18:00;22.06.2023 18:14;0,337
;;;22.06.2023 18:15;22.06.2023 18:29;0,152
;;;22.06.2023 18:30;22.06.2023 18:44;0,1
;;;22.06.2023 18:45;22.06.2023 18:59;0
;;;22.06.2023 19:00;22.06.2023 19:14;0,002
;;;22.06.2023 19:15;22.06.2023 19:29;0
;;;22.06.2023 19:30;22.06.2023 19:44;0
;;;22.06.2023 19:45;22.06.2023 19:59;0
;;;22.06.2023 20:00;22.06.2023 20:14;0
;;;22.06.2023 20:15;22.06.2023 20:29;0,001
;;;22.06.2023 20:30;22.06.2023 20:44;0
;;;22.06.2023 20:45;22.06.2023 20:59;0,003
;;;22.06.2023 21:00;22.06.2023 21:14;0
;;;22.06.2023 21:15;22.06.2023 21:29;0,002
;;;22.06.2023 21:30;22.06.2023 21:44;0
;;;22.06.2023 21:45;22.06.2023 21:59;0,002
;;;22.06.2023 22:00;22.06.2023 22:14;0,002
;;;22.06.2023 22:15;22.06.2023 22:29;0
;;;22.06.2023 22:30;22.06.2023 22:44;0,001
;;;22.06.2023 22:45;22.06.2023 22:59;0,001
;;;22.06.2023 23:00;22.06.2023 23:14;0,001
;;;22.06.2023 23:15;22.06.2023 23:29;0,001
;;;22.06.2023 23:30;22.06.2023 23:44;0,003
;;;22.06.2023 23:45;22.06.2023 23:59;0,003
;;;23.06.2023 00:00;23.06.2023 00:14;0,004
;;;23.06.2023 00:15;23.06.2023 00:29;0,005
;;;23.06.2023 00:30;23.06.2023 00:44;0
;;;23.06.2023 00:45;23.06.2023 00:59;0,003
;;;23.06.2023 01:00;23.06.2023 01:14;0,005
;;;23.06.2023 01:15;23.06.2023 01:29;0,003
;;;23.06.2023 01:30;23.06.2023 01:44;0,004
;;;23.06.2023 01:45;23.06.2023 01:59;0,004
;;;23.06.2023 02:00;23.06.2023 02:14;0,001
;;;23.06.2023 02:15;23.06.2023 02:29;0,003
;;;23.06.2023 02:30;23.06.2023 02:44;0,004
;;;23.06.2023 02:45;23.06.2023 02:59;0,001
;;;23.06.2023 03:00;23.06.2023 03:14;0,003
;;;23.06.2023 03:15;23.06.2023 03:29;0,002
;;;23.06.2023 03:30;23.06.2023 03:44;0,004
;;;23.06.2023 03:45;23.06.2023 03:59;0,002
;;;23.06.2023 04:00;23.06.2023 04:14;0,005
;;;23.06.2023 04:15;23.06.2023 04:29;0,003
;;;23.06.2023 04:30;23.06.2023 04:44;0,005
;;;23.06.2023 04:45;23.06.2023 04:59;0,003
;;;23.06.2023 05:00;23.06.2023 05:14;0,002
;;;23.06.2023 05:15;23.06.2023 05:29;0,004
;;;23.06.2023 05:30;23.06.2023 05:44;0
;;;23.06.2023 05:45;23.06.2023 05:59;0,002
;;;23.06.2023 06:00;23.06.2023 06:14;0,002
;;;23.06.2023 06:15;23.06.2023 06:29;0,003
;;;23.06.2023 06:30;23.06.2023 06:44;0,105
;;;23.06.2023 06:45;23.06.2023 06:59;0,008
;;;23.06.2023 07:00;23.06.2023 07:14;0,006
;;;23.06.2023 07:15;23.06.2023 07:29;0
;;;23.06.2023 07:30;23.06.2023 07:44;0,016
;;;23.06.2023 07:45;23.06.2023 07:59;0
;;;23.06.2023 08:00;23.06.2023 08:14;0
;;;23.06.2023 08:15;23.06.2023 08:29;0
;;;23.06.2023 08:30;23.06.2023 08:44;0
;;;23.06.2023 08:45;23.06.2023 08:59;0,021
;;;23.06.2023 09:00;23.06.2023 09:14;0,016
;;;23.06.2023 09:15;23.06.2023 09:29;0,038
;;;23.06.2023 09:30;23.06.2023 09:44;0,448
;;;23.06.2023 09:45;23.06.2023 09:59;0,213
;;;23.06.2023 10:00;23.06.2023 10:14;0,097
;;;23.06.2023 10:15;23.06.2023 10:29;0,062
;;;23.06.2023 10:30;23.06.2023 10:44;0,188
;;;23.06.2023 10:45;23.06.2023 10:59;0,121
;;;23.06.2023 11:00;23.06.2023 11:14;0,003
;;;23.06.2023 11:15;23.06.2023 11:29;0,122
;;;23.06.2023 11:30;23.06.2023 11:44;0,063
;;;23.06.2023 11:45;23.06.2023 11:59;0,002
;;;23.06.2023 12:00;23.06.2023 12:14;0
;;;23.06.2023 12:15;23.06.2023 12:29;0
;;;23.06.2023 12:30;23.06.2023 12:44;0
;;;23.06.2023 12:45;23.06.2023 12:59;0,056
;;;23.06.2023 13:00;23.06.2023 13:14;0,088
;;;23.06.2023 13:15;23.06.2023 13:29;0,176
;;;23.06.2023 13:30;23.06.2023 13:44;0,114
;;;23.06.2023 13:45;23.06.2023 13:59;0,18
;;;23.06.2023 14:00;23.06.2023 14:14;0
;;;23.06.2023 14:15;23.06.2023 14:29;0,079
;;;23.06.2023 14:30;23.06.2023 14:44;0,026
;;;23.06.2023 14:45;23.06.2023 14:59;0,038
;;;23.06.2023 15:00;23.06.2023 15:14;0,003
;;;23.06.2023 15:15;23.06.2023 15:29;0,001
;;;23.06.2023 15:30;23.06.2023 15:44;0
;;;23.06.2023 15:45;23.06.2023 15:59;0,009
;;;23.06.2023 16:00;23.06.2023 16:14;0
;;;23.06.2023 16:15;23.06.2023 16:29;0,018
;;;23.06.2023 16:30;23.06.2023 16:44;0,075
;;;23.06.2023 16:45;23.06.2023 16:59;0,057
;;;23.06.2023 17:00;23.06.2023 17:14;0,12
;;;23.06.2023 17:15;23.06.2023 17:29;0,016
;;;23.06.2023 17:30;23.06.2023 17:44;0,04
;;;23.06.2023 17:45;23.06.2023 17:59;0,058
;;;23.06.2023 18:00;23.06.2023 18:14;0,028
;;;23.06.2023 18:15;23.06.2023 18:29;0,011
;;;23.06.2023 18:30;23.06.2023 18:44;0,059
;;;23.06.2023 18:45;23.06.2023 18:59;0,041
;;;23.06.2023 19:00;23.06.2023 19:14;0,042
